chr,pos_v5,SNP_newID,cM,cM_norm
Chr1,253719365,M804,155.8,160.60000000000002
Chr1,254126842,M805,156.0,160.8
Chr1,254509321,M806,156.2,161.0
Chr1,255698176,M807,156.4,161.20000000000002
Chr1,255889918,M808,156.6,161.4
Chr1,256099647,M809,156.8,161.60000000000002
Chr1,256489611,M811,157.2,162.0
Chr1,257186274,M813,157.6,162.4
Chr1,257441383,M814,157.8,162.60000000000002
Chr1,257694227,M815,158.0,162.8
Chr1,257949072,M816,158.2,163.0
Chr1,258478984,M818,158.6,163.4
Chr1,258727310,M819,158.8,163.60000000000002
Chr1,258985339,M820,159.0,163.8
Chr1,259234843,M821,159.2,164.0
Chr1,259466802,M822,159.4,164.20000000000002
Chr1,259728028,M823,159.6,164.4
Chr1,260112232,M824,159.8,164.60000000000002
Chr1,260352546,M825,160.0,164.8
Chr1,260592805,M826,160.2,165.0
Chr1,260831687,M827,160.4,165.20000000000002
Chr1,260847752,M828,160.6,165.4
Chr1,261096908,M829,160.8,165.60000000000002
Chr1,261352436,M830,161.0,165.8
Chr1,261604642,M831,161.2,166.0
Chr1,261849815,M832,161.4,166.20000000000002
Chr1,262156747,M833,161.6,166.4
Chr1,262414097,M834,161.8,166.60000000000002
Chr1,262662297,M835,162.0,166.8
Chr1,263221368,M836,162.2,167.0
Chr1,263792450,M837,162.4,167.20000000000002
Chr1,264337720,M838,162.6,167.4
Chr1,264643673,M839,162.8,167.60000000000002
Chr1,264890774,M840,163.0,167.8
Chr1,265156750,M841,163.2,168.0
Chr1,265423896,M842,163.4,168.20000000000002
Chr1,265680443,M843,163.6,168.4
Chr1,265935297,M844,163.8,168.60000000000002
Chr1,266486502,M846,164.2,169.0
Chr1,266746661,M847,164.4,169.20000000000002
Chr1,266915080,M848,164.6,169.4
Chr1,267096681,M849,164.8,169.60000000000002
Chr1,267276936,M850,165.0,169.8
Chr1,267453029,M851,165.2,170.0
Chr1,267628293,M852,165.4,170.20000000000002
Chr1,267806511,M853,165.6,170.4
Chr1,267984259,M854,165.8,170.60000000000002
Chr1,268232707,M855,166.0,170.8
Chr1,268417904,M856,166.2,171.0
Chr1,268609535,M857,166.4,171.20000000000002
Chr1,268986031,M859,166.8,171.60000000000002
Chr1,269169063,M860,167.0,171.8
Chr1,269313522,M861,167.2,172.0
Chr1,269680380,M863,167.6,172.4
Chr1,269809644,M864,167.8,172.60000000000002
Chr1,270165368,M867,168.4,173.20000000000002
Chr1,270277994,M868,168.6,173.4
Chr1,271101562,M870,169.0,173.8
Chr1,271290061,M871,169.2,174.0
Chr1,271477697,M872,169.4,174.20000000000002
Chr1,271663267,M873,169.6,174.4
Chr1,272010925,M875,170.0,174.8
Chr1,272199164,M876,170.2,175.0
Chr1,272579999,M878,170.6,175.4
Chr1,272749844,M879,170.8,175.60000000000002
Chr1,272934878,M880,171.0,175.8
Chr1,273208885,M882,171.4,176.20000000000002
Chr1,273303645,M883,171.6,176.4
Chr1,273390393,M884,171.8,176.60000000000002
Chr1,273452173,M885,172.0,176.8
Chr1,273551347,M886,172.2,177.0
Chr1,273650343,M887,172.4,177.20000000000002
Chr1,273746444,M888,172.6,177.4
Chr1,273836220,M889,172.8,177.60000000000002
Chr1,273931597,M890,173.0,177.8
Chr1,274028219,M891,173.2,178.0
Chr1,274124030,M892,173.4,178.20000000000002
Chr1,274216354,M893,173.6,178.4
Chr1,274301928,M894,173.8,178.60000000000002
Chr1,274381513,M895,174.0,178.8
Chr1,274488376,M896,174.2,179.0
Chr1,274582814,M897,174.4,179.20000000000002
Chr1,274934743,M901,175.2,180.0
Chr1,275030225,M902,175.4,180.20000000000002
Chr1,275338781,M904,175.8,180.60000000000002
Chr1,275521906,M905,176.0,180.8
Chr1,275684509,M906,176.2,181.0
Chr1,275849858,M907,176.4,181.20000000000002
Chr1,276048610,M908,176.6,181.4
Chr1,276583027,M909,176.8,181.60000000000002
Chr1,276889272,M910,177.0,181.8
Chr1,277210661,M911,177.2,182.0
Chr1,277415157,M912,177.4,182.20000000000002
Chr1,277908614,M914,177.8,182.60000000000002
Chr1,278145737,M915,178.0,182.8
Chr1,278596225,M918,178.6,183.4
Chr1,278717852,M919,178.8,183.60000000000002
Chr1,278821761,M920,179.0,183.8
Chr1,278905367,M921,179.2,184.0
Chr1,279142361,M922,179.4,184.20000000000002
Chr1,279544651,M924,179.8,184.60000000000002
Chr1,280104346,M928,180.6,185.4
Chr1,280194364,M929,180.8,185.60000000000002
Chr1,280379643,M931,181.2,186.0
Chr1,280582381,M932,181.4,186.20000000000002
Chr1,280824871,M933,181.6,186.4
Chr1,280996625,M934,181.8,186.60000000000002
Chr1,281115440,M935,182.0,186.8
Chr1,281257452,M936,182.2,187.0
Chr1,281358307,M937,182.4,187.20000000000002
Chr1,281465851,M938,182.6,187.4
Chr1,281593849,M939,182.8,187.60000000000002
Chr1,281928473,M942,183.4,188.20000000000002
Chr1,282039345,M943,183.6,188.4
Chr1,282152124,M944,183.8,188.60000000000002
Chr1,282270394,M945,184.0,188.8
Chr1,282380539,M946,184.2,189.0
Chr1,282614575,M948,184.6,189.4
Chr1,282731952,M949,184.8,189.60000000000002
Chr1,282876591,M950,185.0,189.8
Chr1,283196777,M952,185.4,190.20000000000002
Chr1,283338038,M953,185.6,190.4
Chr1,283466099,M954,185.8,190.60000000000002
Chr1,283607546,M955,186.0,190.8
Chr1,283770078,M956,186.2,191.0
Chr1,283912212,M957,186.4,191.20000000000002
Chr1,284053764,M958,186.6,191.4
Chr1,284199387,M959,186.8,191.60000000000002
Chr1,284345958,M960,187.0,191.8
Chr1,284489020,M961,187.2,192.0
Chr1,284624328,M962,187.4,192.20000000000002
Chr1,284765189,M963,187.6,192.4
Chr1,284923075,M964,187.8,192.60000000000002
Chr1,285071055,M965,188.0,192.8
Chr1,285142510,M966,188.2,193.0
Chr1,285213985,M967,188.4,193.20000000000002
Chr1,285287413,M968,188.6,193.4
Chr1,285352462,M969,188.8,193.60000000000002
Chr1,285422288,M970,189.0,193.8
Chr1,285491903,M971,189.2,194.0
Chr1,285562114,M972,189.4,194.20000000000002
Chr1,285629662,M973,189.6,194.4
Chr1,285785880,M975,190.0,194.8
Chr1,285857428,M976,190.2,195.0
Chr1,285926015,M977,190.4,195.20000000000002
Chr1,286061884,M979,190.8,195.60000000000002
Chr1,286124638,M980,191.0,195.8
Chr1,286284190,M982,191.4,196.20000000000002
Chr1,286396281,M983,191.6,196.4
Chr1,286513720,M984,191.8,196.60000000000002
Chr1,286752007,M986,192.2,197.0
Chr1,286839019,M987,192.4,197.20000000000002
Chr1,286898749,M988,192.6,197.4
Chr1,286957265,M989,192.8,197.60000000000002
Chr1,287119975,M990,193.0,197.8
Chr1,287394289,M991,193.2,198.0
Chr1,287655398,M992,193.4,198.20000000000002
Chr1,287900548,M993,193.6,198.4
Chr1,288188222,M994,193.8,198.60000000000002
Chr1,288220991,M995,194.0,198.8
Chr1,288253907,M996,194.2,199.0
Chr1,288315303,M1003,195.6,200.4
Chr1,288398119,M1004,195.8,200.60000000000002
Chr1,288430882,M1005,196.0,200.8
Chr1,288459230,M1006,196.2,201.0
Chr1,288485527,M1007,196.4,201.20000000000002
Chr1,288497677,M1008,196.6,201.4
Chr1,288782514,M1010,197.0,201.8
Chr1,288906147,M1012,197.4,202.20000000000002
Chr1,288970727,M1013,197.6,202.4
Chr1,289156938,M1015,198.0,202.8
Chr1,289280535,M1016,198.2,203.0
Chr1,289404218,M1017,198.4,203.20000000000002
Chr1,289520831,M1018,198.6,203.4
Chr1,289634579,M1019,198.8,203.60000000000002
Chr1,289878061,M1021,199.2,204.0
Chr1,290019659,M1022,199.4,204.20000000000002
Chr1,290294006,M1024,199.8,204.60000000000002
Chr1,290427810,M1025,200.0,204.8
Chr1,290559898,M1026,200.2,205.0
Chr1,290826563,M1028,200.6,205.4
Chr1,290952042,M1029,200.8,205.60000000000002
Chr1,291049854,M1030,201.0,205.8
Chr1,291147248,M1031,201.2,206.0
Chr1,291238997,M1032,201.4,206.20000000000002
Chr1,291414505,M1034,201.8,206.60000000000002
Chr1,292187215,M1036,202.2,207.0
Chr1,292312905,M1037,202.4,207.20000000000002
Chr1,292439863,M1038,202.6,207.4
Chr1,292689248,M1040,203.0,207.8
Chr1,292936262,M1042,203.4,208.20000000000002
Chr1,293062714,M1043,203.6,208.4
Chr1,293188792,M1044,203.8,208.60000000000002
Chr1,293445931,M1046,204.2,209.0
Chr1,293577769,M1047,204.4,209.20000000000002
Chr1,293674917,M1048,204.6,209.4
Chr1,293856791,M1049,204.8,209.60000000000002
Chr1,293989831,M1050,205.0,209.8
Chr1,294246860,M1052,205.4,210.20000000000002
Chr1,294352582,M1053,205.6,210.4
Chr10,1113476,M6821,-6.4,0.0
Chr10,1164934,M6822,-6.2,0.20000000000000018
Chr10,1292739,M6824,-5.8,0.6000000000000005
Chr10,1348144,M6825,-5.6,0.8000000000000007
Chr10,1412503,M6826,-5.4,1.0
Chr10,1524024,M6828,-5.0,1.4000000000000004
Chr10,1571000,M6829,-4.8,1.6000000000000005
Chr10,1622801,M6830,-4.6,1.8000000000000007
Chr10,1681718,M6831,-4.4,2.0
Chr10,1740864,M6832,-4.2,2.2
Chr10,1859790,M6834,-3.8,2.6000000000000005
Chr10,1990575,M6836,-3.4,3.0000000000000004
Chr10,2049722,M6837,-3.2,3.2
Chr10,2108875,M6838,-3.0,3.4000000000000004
Chr10,2168025,M6839,-2.8,3.6000000000000005
Chr10,2227185,M6840,-2.6,3.8000000000000003
Chr10,2288554,M6841,-2.4,4.0
Chr10,2334490,M6842,-2.2,4.2
Chr10,2391353,M6843,-2.0,4.4
Chr10,2438657,M6844,-1.8,4.6000000000000005
Chr10,2498083,M6845,-1.6,4.800000000000001
Chr10,2555352,M6846,-1.4,5.0
Chr10,2614500,M6847,-1.2,5.2
Chr10,2673653,M6848,-1.0,5.4
Chr10,2728167,M6849,-0.8,5.6000000000000005
Chr10,2802113,M6850,-0.6,5.800000000000001
Chr10,2843220,M6851,-0.4,6.0
Chr10,2982703,M6854,0.2,6.6000000000000005
Chr10,3036933,M6855,0.4,6.800000000000001
Chr10,3081175,M6856,0.6,7.0
Chr10,3201905,M6858,1.0,7.4
Chr10,3258855,M6859,1.2,7.6000000000000005
Chr10,3315356,M6860,1.4,7.800000000000001
Chr10,3371672,M6861,1.6,8.0
Chr10,3428177,M6862,1.8,8.200000000000001
Chr10,3484615,M6863,2.0,8.4
Chr10,3536618,M6864,2.2,8.600000000000001
Chr10,3609726,M6869,3.2,9.600000000000001
Chr10,3872694,M6870,3.4,9.8
Chr10,3942536,M6871,3.6,10.0
Chr10,3990355,M6872,3.8,10.2
Chr10,4055775,M6873,4.0,10.4
Chr10,4196191,M6876,4.6,11.0
Chr10,4294427,M6877,4.8,11.2
Chr10,4338703,M6878,5.0,11.4
Chr10,4395766,M6879,5.2,11.600000000000001
Chr10,4447527,M6880,5.4,11.8
Chr10,4506256,M6881,5.6,12.0
Chr10,4558237,M6882,5.8,12.2
Chr10,4598958,M6883,6.0,12.4
Chr10,4638454,M6884,6.2,12.600000000000001
Chr10,4678021,M6885,6.4,12.8
Chr10,4718106,M6886,6.6,13.0
Chr10,4757673,M6887,6.8,13.2
Chr10,4796040,M6888,7.0,13.4
Chr10,4835627,M6889,7.2,13.600000000000001
Chr10,4875339,M6890,7.4,13.8
Chr10,4914769,M6891,7.6,14.0
Chr10,4954832,M6892,7.8,14.2
Chr10,5029686,M6893,8.0,14.4
Chr10,5055471,M6894,8.2,14.6
Chr10,5095269,M6896,8.6,15.0
Chr10,5130577,M6897,8.8,15.200000000000001
Chr10,5160044,M6898,9.0,15.4
Chr10,5190488,M6899,9.2,15.6
Chr10,5220137,M6900,9.4,15.8
Chr10,5255320,M6901,9.6,16.0
Chr10,5272892,M6902,9.8,16.200000000000003
Chr10,5298992,M6903,10.0,16.4
Chr10,5346538,M6905,10.4,16.8
Chr10,5374263,M6906,10.6,17.0
Chr10,5403635,M6907,10.8,17.200000000000003
Chr10,5433804,M6908,11.0,17.4
Chr10,5480437,M6909,11.2,17.6
Chr10,5539531,M6912,11.8,18.200000000000003
Chr10,5568915,M6913,12.0,18.4
Chr10,5603457,M6914,12.2,18.6
Chr10,5661390,M6916,12.6,19.0
Chr10,5689794,M6917,12.8,19.200000000000003
Chr10,5753434,M6920,13.4,19.8
Chr10,5793520,M6921,13.6,20.0
Chr10,5821404,M6922,13.8,20.200000000000003
Chr10,5850517,M6923,14.0,20.4
Chr10,5880803,M6926,14.6,21.0
Chr10,5909691,M6927,14.8,21.200000000000003
Chr10,5993212,M6928,15.0,21.4
Chr10,6053069,M6930,15.4,21.8
Chr10,6113170,M6932,15.8,22.200000000000003
Chr10,6146878,M6933,16.0,22.4
Chr10,6214251,M6935,16.4,22.799999999999997
Chr10,6244585,M6936,16.6,23.0
Chr10,6280447,M6937,16.8,23.200000000000003
Chr10,6318353,M6938,17.0,23.4
Chr10,6350375,M6939,17.2,23.6
Chr10,6383639,M6940,17.4,23.799999999999997
Chr10,6410339,M6941,17.6,24.0
Chr10,6431297,M6943,18.0,24.4
Chr10,6454102,M6944,18.2,24.6
Chr10,6488335,M6945,18.4,24.799999999999997
Chr10,6522055,M6946,18.6,25.0
Chr10,6582755,M6948,19.0,25.4
Chr10,6615618,M6949,19.2,25.6
Chr10,6635146,M6950,19.4,25.799999999999997
Chr10,6668012,M6951,19.6,26.0
Chr10,6711752,M6952,19.8,26.200000000000003
Chr10,6744448,M6953,20.0,26.4
Chr10,6777340,M6954,20.2,26.6
Chr10,6808177,M6955,20.4,26.799999999999997
Chr10,6862522,M6957,20.8,27.200000000000003
Chr10,6896689,M6958,21.0,27.4
Chr10,6975915,M6959,21.2,27.6
Chr10,7320715,M6961,21.6,28.0
Chr10,7512639,M6964,22.2,28.6
Chr10,7631405,M6965,22.4,28.799999999999997
Chr10,7764219,M6966,22.6,29.0
Chr10,7880079,M6967,22.8,29.200000000000003
Chr10,8009225,M6968,23.0,29.4
Chr10,8144021,M6969,23.2,29.6
Chr10,8277327,M6970,23.4,29.799999999999997
Chr10,8426039,M6971,23.6,30.0
Chr10,8806182,M6973,24.0,30.4
Chr10,9049948,M6974,24.2,30.6
Chr10,9311685,M6975,24.4,30.799999999999997
Chr10,9570730,M6976,24.6,31.0
Chr10,9669538,M6977,24.8,31.200000000000003
Chr10,9801673,M6979,25.2,31.6
Chr10,9871551,M6980,25.4,31.799999999999997
Chr10,10022842,M6982,25.8,32.2
Chr10,10104105,M6983,26.0,32.4
Chr10,10184364,M6984,26.2,32.6
Chr10,10340990,M6986,26.6,33.0
Chr10,10419846,M6987,26.8,33.2
Chr10,10495630,M6988,27.0,33.4
Chr10,10732002,M6991,27.6,34.0
Chr10,10812890,M6992,27.8,34.2
Chr10,10892600,M6993,28.0,34.4
Chr10,10973021,M6994,28.2,34.6
Chr10,11116409,M6995,28.4,34.8
Chr10,11322331,M6996,28.6,35.0
Chr10,11478766,M6997,28.8,35.2
Chr10,11622871,M6998,29.0,35.4
Chr10,11918985,M6999,29.2,35.6
Chr10,12115702,M7000,29.4,35.8
Chr10,12319112,M7001,29.6,36.0
Chr10,12520442,M7002,29.8,36.2
Chr10,12712165,M7003,30.0,36.4
Chr10,12927349,M7004,30.2,36.6
Chr10,13126581,M7005,30.4,36.8
Chr10,13324010,M7006,30.6,37.0
Chr10,13546920,M7007,30.8,37.2
Chr10,13872019,M7009,31.2,37.6
Chr10,14047284,M7010,31.4,37.8
Chr10,14209218,M7011,31.6,38.0
Chr10,14370703,M7012,31.8,38.2
Chr10,14528194,M7013,32.0,38.4
Chr10,14895956,M7015,32.4,38.8
Chr10,15244372,M7016,32.6,39.0
Chr10,15601951,M7017,32.8,39.199999999999996
Chr10,16070227,M7018,33.0,39.4
Chr10,16532812,M7019,33.2,39.6
Chr10,17668980,M7021,33.6,40.0
Chr10,19034551,M7022,33.8,40.199999999999996
Chr10,19775533,M7023,34.0,40.4
Chr10,20480304,M7024,34.2,40.6
Chr10,21207418,M7025,34.4,40.8
Chr10,22731480,M7027,34.8,41.199999999999996
Chr10,23462874,M7028,35.0,41.4
Chr10,24152955,M7029,35.2,41.6
Chr10,24882234,M7030,35.4,41.8
Chr10,25625602,M7031,35.6,42.0
Chr10,35663249,M7033,36.0,42.4
Chr10,52338205,M7034,36.2,42.6
Chr10,63309369,M7035,36.4,42.8
Chr10,72084835,M7037,36.8,43.199999999999996
Chr10,72648255,M7038,37.0,43.4
Chr10,73221684,M7039,37.2,43.6
Chr10,74289904,M7041,37.6,44.0
Chr10,74835428,M7042,37.8,44.199999999999996
Chr10,75388419,M7043,38.0,44.4
Chr10,76443019,M7045,38.4,44.8
Chr10,78121188,M7047,38.8,45.199999999999996
Chr10,78958627,M7048,39.0,45.4
Chr10,79793950,M7049,39.2,45.6
Chr10,81631629,M7051,39.6,46.0
Chr10,82912452,M7053,40.0,46.4
Chr10,83837946,M7054,40.2,46.6
Chr10,84711691,M7055,40.4,46.8
Chr10,85358626,M7056,40.6,47.0
Chr10,85473066,M7057,40.8,47.199999999999996
Chr10,86081329,M7058,41.0,47.4
Chr10,87299256,M7059,41.2,47.6
Chr10,88511691,M7060,41.4,47.8
Chr10,89699503,M7061,41.6,48.0
Chr10,90947909,M7062,41.8,48.199999999999996
Chr10,92165652,M7063,42.0,48.4
Chr10,96021656,M7066,42.6,49.0
Chr10,96930536,M7067,42.8,49.199999999999996
Chr10,97241319,M7068,43.0,49.4
Chr10,97500520,M7069,43.2,49.6
Chr10,100991114,M7070,43.4,49.8
Chr10,104696616,M7071,43.6,50.0
Chr10,105830299,M7072,43.8,50.199999999999996
Chr10,106993583,M7073,44.0,50.4
Chr10,107954907,M7074,44.2,50.6
Chr10,109396380,M7076,44.6,51.0
Chr10,110010279,M7077,44.8,51.199999999999996
Chr10,110611104,M7078,45.0,51.4
Chr10,111204647,M7079,45.2,51.6
Chr10,111806755,M7080,45.4,51.8
Chr10,112403792,M7081,45.6,52.0
Chr10,113009997,M7082,45.8,52.199999999999996
Chr10,114134238,M7084,46.2,52.6
Chr10,114734411,M7085,46.4,52.8
Chr10,115125327,M7086,46.6,53.0
Chr10,115341447,M7087,46.8,53.199999999999996
Chr10,116395528,M7088,47.0,53.4
Chr10,117309582,M7089,47.2,53.6
Chr10,118216430,M7090,47.4,53.8
Chr10,119103196,M7092,47.8,54.199999999999996
Chr10,119783352,M7093,48.0,54.4
Chr10,120425230,M7094,48.2,54.6
Chr10,121046134,M7095,48.4,54.8
Chr10,121672825,M7096,48.6,55.0
Chr10,122616555,M7099,49.2,55.6
Chr10,123366639,M7101,49.6,56.0
Chr10,123676284,M7102,49.8,56.199999999999996
Chr10,124053452,M7103,50.0,56.4
Chr10,124736172,M7105,50.4,56.8
Chr10,125496066,M7107,50.8,57.199999999999996
Chr10,125880372,M7108,51.0,57.4
Chr10,126190999,M7109,51.2,57.6
Chr10,126530847,M7110,51.4,57.8
Chr10,126866912,M7111,51.6,58.0
Chr10,127561990,M7113,52.0,58.4
Chr10,127710420,M7114,52.2,58.6
Chr10,127843153,M7115,52.4,58.8
Chr10,127988779,M7116,52.6,59.0
Chr10,128333789,M7118,53.0,59.4
Chr10,128438945,M7119,53.2,59.6
Chr10,128566209,M7120,53.4,59.8
Chr10,128690058,M7121,53.6,60.0
Chr10,128908131,M7123,54.0,60.4
Chr10,129039349,M7124,54.2,60.6
Chr10,129276198,M7126,54.6,61.0
Chr10,129364890,M7127,54.8,61.199999999999996
Chr10,129518744,M7128,55.0,61.4
Chr10,129641854,M7129,55.2,61.6
Chr10,129768829,M7130,55.4,61.8
Chr10,129891419,M7131,55.6,62.0
Chr10,130147274,M7133,56.0,62.4
Chr10,130296206,M7134,56.2,62.6
Chr10,130454594,M7135,56.4,62.8
Chr10,130621737,M7136,56.6,63.0
Chr10,130760582,M7137,56.8,63.199999999999996
Chr10,130917869,M7138,57.0,63.4
Chr10,131072292,M7139,57.2,63.6
Chr10,131227695,M7140,57.4,63.8
Chr10,131679781,M7143,58.0,64.4
Chr10,131828258,M7144,58.2,64.60000000000001
Chr10,132411648,M7149,59.2,65.60000000000001
Chr10,132545179,M7150,59.4,65.8
Chr10,132691148,M7151,59.6,66.0
Chr10,132825112,M7152,59.8,66.2
Chr10,132927916,M7153,60.0,66.4
Chr10,133115075,M7155,60.4,66.8
Chr10,133234487,M7156,60.6,67.0
Chr10,133348776,M7157,60.8,67.2
Chr10,133472907,M7158,61.0,67.4
Chr10,133597788,M7159,61.2,67.60000000000001
Chr10,133696174,M7160,61.4,67.8
Chr10,133790320,M7161,61.6,68.0
Chr10,133882706,M7162,61.8,68.2
Chr10,133972210,M7163,62.0,68.4
Chr10,134066145,M7164,62.2,68.60000000000001
Chr10,134160785,M7165,62.4,68.8
Chr10,134358203,M7168,63.0,69.4
Chr10,134469664,M7169,63.2,69.60000000000001
Chr10,134532332,M7170,63.4,69.8
Chr10,134607887,M7171,63.6,70.0
Chr10,134682206,M7172,63.8,70.2
Chr10,134757833,M7173,64.0,70.4
Chr10,134837277,M7174,64.2,70.60000000000001
Chr10,135043772,M7175,64.4,70.80000000000001
Chr10,135376697,M7176,64.6,71.0
Chr10,135467504,M7177,64.8,71.2
Chr10,135630115,M7179,65.2,71.60000000000001
Chr10,135811419,M7181,65.6,72.0
Chr10,135990420,M7183,66.0,72.4
Chr10,136257665,M7186,66.6,73.0
Chr10,136341404,M7187,66.8,73.2
Chr10,136432254,M7188,67.0,73.4
Chr10,136524112,M7189,67.2,73.60000000000001
Chr10,136606764,M7190,67.4,73.80000000000001
Chr10,136702983,M7191,67.6,74.0
Chr10,137217076,M7196,68.6,75.0
Chr10,137233191,M7197,68.8,75.2
Chr10,137321909,M7198,69.0,75.4
Chr10,137370576,M7199,69.2,75.60000000000001
Chr10,137465070,M7200,69.4,75.80000000000001
Chr10,137535686,M7201,69.6,76.0
Chr10,137606832,M7202,69.8,76.2
Chr10,137677006,M7203,70.0,76.4
Chr10,137748328,M7204,70.2,76.60000000000001
Chr10,137818343,M7205,70.4,76.80000000000001
Chr10,137888740,M7206,70.6,77.0
Chr10,137960692,M7207,70.8,77.2
Chr10,137991069,M7208,71.0,77.4
Chr10,138063504,M7209,71.2,77.60000000000001
Chr10,138123904,M7210,71.4,77.80000000000001
Chr10,138193709,M7211,71.6,78.0
Chr10,138263438,M7212,71.8,78.2
Chr10,138337935,M7213,72.0,78.4
Chr10,138394478,M7214,72.2,78.60000000000001
Chr10,138465796,M7215,72.4,78.80000000000001
Chr10,138536882,M7216,72.6,79.0
Chr10,138608201,M7217,72.8,79.2
Chr10,138679206,M7218,73.0,79.4
Chr10,138741197,M7219,73.2,79.60000000000001
Chr10,138875280,M7221,73.6,80.0
Chr10,138946603,M7222,73.8,80.2
Chr10,139121567,M7224,74.2,80.60000000000001
Chr10,139190281,M7225,74.4,80.80000000000001
Chr10,139960335,M7228,75.0,81.4
Chr10,140028283,M7229,75.2,81.60000000000001
Chr10,140083117,M7230,75.4,81.80000000000001
Chr10,140157485,M7231,75.6,82.0
Chr10,140228016,M7232,75.8,82.2
Chr10,140278679,M7233,76.0,82.4
Chr10,140321996,M7234,76.2,82.60000000000001
Chr10,140479654,M7237,76.8,83.2
Chr10,140630546,M7240,77.4,83.80000000000001
Chr10,140685271,M7241,77.6,84.0
Chr10,140740899,M7242,77.8,84.2
Chr10,140849435,M7244,78.2,84.60000000000001
Chr10,140978458,M7247,78.8,85.2
Chr10,141060446,M7248,79.0,85.4
Chr10,141109495,M7249,79.2,85.60000000000001
Chr10,141271574,M7253,80.0,86.4
Chr10,141380960,M7255,80.4,86.80000000000001
Chr10,141435635,M7256,80.6,87.0
Chr10,141585926,M7257,80.8,87.2
Chr10,141944709,M7259,81.2,87.60000000000001
Chr10,142219000,M7260,81.4,87.80000000000001
Chr10,142274876,M7261,81.6,88.0
Chr10,142330620,M7262,81.8,88.2
Chr10,142427778,M7263,82.0,88.4
Chr10,142488030,M7264,82.2,88.60000000000001
Chr10,142575078,M7265,82.4,88.80000000000001
Chr10,142688792,M7267,82.8,89.2
Chr10,142757296,M7268,83.0,89.4
Chr10,142800861,M7269,83.2,89.60000000000001
Chr10,142852255,M7270,83.4,89.80000000000001
Chr10,143172163,M7275,84.4,90.80000000000001
Chr10,143227341,M7276,84.6,91.0
Chr10,143278981,M7277,84.8,91.2
Chr10,143383003,M7279,85.2,91.60000000000001
Chr10,143437294,M7280,85.4,91.80000000000001
Chr10,143489013,M7281,85.6,92.0
Chr10,143540591,M7282,85.8,92.2
Chr10,143592222,M7283,86.0,92.4
Chr10,143647808,M7284,86.2,92.60000000000001
Chr10,143698969,M7285,86.4,92.80000000000001
Chr10,143752124,M7286,86.6,93.0
Chr10,143833044,M7287,86.8,93.2
Chr10,143908560,M7289,87.2,93.60000000000001
Chr10,144002187,M7290,87.4,93.80000000000001
Chr10,144099067,M7292,87.8,94.2
Chr10,144139726,M7293,88.0,94.4
Chr10,144209329,M7294,88.2,94.60000000000001
Chr10,144496684,M7300,89.4,95.80000000000001
Chr10,144536158,M7301,89.6,96.0
Chr10,144585404,M7302,89.8,96.2
Chr10,144637114,M7303,90.0,96.4
Chr10,144675958,M7304,90.2,96.60000000000001
Chr10,144718726,M7305,90.4,96.80000000000001
Chr10,144774060,M7306,90.6,97.0
Chr10,144833348,M7307,90.8,97.2
Chr10,144847799,M7308,91.0,97.4
Chr10,144883673,M7309,91.2,97.60000000000001
Chr10,144909666,M7310,91.4,97.80000000000001
Chr10,144972527,M7314,92.2,98.60000000000001
Chr10,145107687,M7315,92.4,98.80000000000001
Chr10,145180608,M7317,92.8,99.2
Chr10,145216473,M7318,93.0,99.4
Chr10,145252137,M7319,93.2,99.60000000000001
Chr10,145283743,M7320,93.4,99.80000000000001
Chr10,145350713,M7322,93.8,100.2
Chr10,145446824,M7326,94.6,101.0
Chr10,145482321,M7327,94.8,101.2
Chr10,145506585,M7328,95.0,101.4
Chr10,145571398,M7329,95.2,101.60000000000001
Chr10,145615768,M7331,95.6,102.0
Chr10,145652585,M7332,95.8,102.2
Chr10,145726111,M7334,96.2,102.60000000000001
Chr10,145762178,M7335,96.4,102.80000000000001
Chr10,145807995,M7336,96.6,103.0
Chr10,145835113,M7337,96.8,103.2
Chr10,145878322,M7338,97.0,103.4
Chr10,145915216,M7339,97.2,103.60000000000001
Chr10,145952111,M7340,97.4,103.80000000000001
Chr10,145993442,M7341,97.6,104.0
Chr10,146057003,M7342,97.8,104.2
Chr10,146096040,M7344,98.2,104.60000000000001
Chr10,146132927,M7345,98.4,104.80000000000001
Chr10,146171023,M7346,98.6,105.0
Chr10,146204868,M7347,98.8,105.2
Chr10,146315132,M7350,99.4,105.80000000000001
Chr10,146352018,M7351,99.6,106.0
Chr10,146406832,M7352,99.8,106.2
Chr10,146429879,M7353,100.0,106.4
Chr10,146466392,M7354,100.2,106.60000000000001
Chr10,146503385,M7355,100.4,106.80000000000001
Chr10,146531437,M7356,100.6,107.0
Chr10,146566002,M7357,100.8,107.2
Chr10,146600577,M7358,101.0,107.4
Chr10,146637457,M7359,101.2,107.60000000000001
Chr10,146674245,M7360,101.4,107.80000000000001
Chr10,146711026,M7361,101.6,108.0
Chr10,146754577,M7362,101.8,108.2
Chr10,146827437,M7364,102.2,108.60000000000001
Chr10,146942815,M7366,102.6,109.0
Chr10,147048547,M7368,103.0,109.4
Chr10,147093605,M7369,103.2,109.60000000000001
Chr10,147142840,M7370,103.4,109.80000000000001
Chr10,147193538,M7371,103.6,110.0
Chr10,147242430,M7372,103.8,110.2
Chr10,147292731,M7373,104.0,110.4
Chr10,147342957,M7374,104.2,110.60000000000001
Chr10,147394967,M7375,104.4,110.80000000000001
Chr10,147444836,M7376,104.6,111.0
